buy_date,swing_high,swing_low,buy_price,sell_price,sell_date,returns,holding_period,stock
2021-12-20,4803.9,4266.8994140625,4803.9,4802.86,2022-03-02,-0.02,72.0,APOLLOHOSP
2022-04-04,4885.25,4579.78,4579.78,4825.7,2022-04-22,5.37,18.0,APOLLOHOSP
2022-05-02,4462.2,3503.4853515625,4462.2,3898.41,2022-07-08,-12.63,67.0,APOLLOHOSP
2022-08-23,4481.60009765625,4044.92,4044.92,4497.4,2022-09-13,11.19,21.0,APOLLOHOSP
2022-09-29,4431.85009765625,4318.94,4318.94,4431.98,2022-10-28,2.62,29.0,APOLLOHOSP
2022-12-30,4572.75,4210.8916015625,4572.75,4363.47,2023-02-10,-4.58,42.0,APOLLOHOSP
2023-03-17,4398.2998046875,4193.22265625,4361.7,4387.95,2023-04-17,0.6,31.0,APOLLOHOSP
2023-08-02,5058.16,4811.982421875,5058.16,5004.8,2023-09-07,-1.05,36.0,APOLLOHOSP
2023-10-13,5153.2001953125,4760.2998046875,5013.89,5115.34,2023-11-06,2.02,24.0,APOLLOHOSP
2023-12-22,5687.4501953125,5537.55,5537.55,5646.62,2023-12-28,1.97,6.0,APOLLOHOSP
2014-02-19,494.29998779296875,429.07440185546875,474.36,495.51,2014-03-13,4.46,22.0,ASIANPAINT
2014-04-28,540.3499755859375,462.5376892089844,517.57,542.18,2014-05-14,4.75,16.0,ASIANPAINT
2014-06-02,549.2999877929688,506.87,506.87,546.55,2014-06-13,7.83,11.0,ASIANPAINT
2014-08-26,647.0499877929688,606.1524047851562,607.02,646.75,2014-09-08,6.55,13.0,ASIANPAINT
2014-09-26,672.2000122070312,589.3289794921875,621.09,672.02,2014-11-17,8.2,52.0,ASIANPAINT
2015-02-09,846.8499755859375,730.9313354492188,793.95,850.73,2015-04-09,7.15,59.0,ASIANPAINT
2015-04-27,778.87,656.161376953125,778.87,758.19,2015-07-03,-2.66,67.0,ASIANPAINT
2015-08-26,855.4000244140625,744.4148559570312,855.25,855.6,2015-10-06,0.04,41.0,ASIANPAINT
2015-11-05,856.5999755859375,763.307861328125,811.03,856.7,2015-11-26,5.63,21.0,ASIANPAINT
2016-01-14,899.25,800.9121704101562,867.82,898.49,2016-02-08,3.53,25.0,ASIANPAINT
2016-02-18,898.3499755859375,850.9247436523438,866.31,893.51,2016-03-14,3.14,25.0,ASIANPAINT
2016-06-27,1026.800048828125,975.1,975.1,1023.66,2016-07-12,4.98,15.0,ASIANPAINT
2016-08-29,1157.9000244140625,1102.6260986328125,1128.92,1154.05,2016-09-01,2.23,3.0,ASIANPAINT
2016-10-24,1166.96,826.4215087890625,1166.96,910.42,2017-01-10,-21.98,78.0,ASIANPAINT
2017-04-19,1097.9000244140625,1001.3096313476562,1049.22,1099.38,2017-04-26,4.78,7.0,ASIANPAINT
2017-05-25,1156.0999755859375,1054.741943359375,1101.03,1145.84,2017-07-24,4.07,60.0,ASIANPAINT
2017-08-24,1168.550048828125,1117.474853515625,1146.1,1168.33,2017-09-01,1.94,8.0,ASIANPAINT
2017-09-29,1222.9000244140625,1135.65,1135.65,1216.79,2017-10-25,7.14,26.0,ASIANPAINT
2017-11-08,1158.5,1058.4525146484375,1152.84,1157.18,2018-01-01,0.38,54.0,ASIANPAINT
2018-01-31,1160.800048828125,1064.107666015625,1133.64,1154.1,2018-03-16,1.8,44.0,ASIANPAINT
2018-03-21,1157.449951171875,1109.345703125,1112.03,1153.2,2018-04-10,3.7,20.0,ASIANPAINT
2018-06-25,1293.050048828125,1245.16650390625,1274.34,1292.11,2018-07-03,1.39,8.0,ASIANPAINT
2018-08-27,1404.49,1096.291259765625,1404.49,1245.74,2018-11-05,-11.3,70.0,ASIANPAINT
2018-12-11,1400.25,1274.34,1274.34,1382.95,2018-12-20,8.52,9.0,ASIANPAINT
2019-01-28,1457.199951171875,1381.87,1381.87,1436.78,2019-02-04,3.97,7.0,ASIANPAINT
2019-02-19,1434.75,1378.91,1378.91,1426.83,2019-03-15,3.48,24.0,ASIANPAINT
2019-04-11,1459.25,1259.11083984375,1416.75,1447.72,2019-06-04,2.19,54.0,ASIANPAINT
2019-07-01,1404.199951171875,1282.0146484375,1374.84,1401.95,2019-07-23,1.97,22.0,ASIANPAINT
2019-09-06,1671.0,1476.403564453125,1531.62,1689.36,2019-09-23,10.3,17.0,ASIANPAINT
2019-11-19,1778.449951171875,1636.10986328125,1756.69,1769.91,2019-12-19,0.75,30.0,ASIANPAINT
2020-01-07,1842.25,1719.55,1719.55,1826.77,2020-01-16,6.24,9.0,ASIANPAINT
2020-03-04,1813.07,1563.0748291015625,1813.07,1749.46,2020-04-20,-3.51,47.0,ASIANPAINT
2020-05-13,1709.300048828125,1465.358154296875,1587.7,1715.38,2020-06-03,8.04,21.0,ASIANPAINT
2020-11-27,2230.050048828125,2180.85,2180.85,2229.8,2020-12-02,2.24,5.0,ASIANPAINT
2021-01-27,2537.62,2228.343994140625,2537.62,2447.7,2021-03-17,-3.54,49.0,ASIANPAINT
2021-07-16,3159.050048828125,2932.4189453125,3008.97,3114.35,2021-07-22,3.5,6.0,ASIANPAINT
2021-08-02,3077.449951171875,3000.53,3000.53,3077.34,2021-08-24,2.56,22.0,ASIANPAINT
2021-10-01,3264.24,2869.580322265625,3264.24,3233.6,2021-11-18,-0.94,48.0,ASIANPAINT
2021-12-07,3279.85009765625,2983.5341796875,3055.2,3257.63,2021-12-14,6.63,7.0,ASIANPAINT
2022-01-21,3316.55,3098.480224609375,3316.55,3114.35,2022-02-24,-6.1,34.0,ASIANPAINT
2022-02-25,3174.64990234375,2666.60693359375,3120.52,3138.23,2022-04-07,0.57,41.0,ASIANPAINT
2022-05-18,3045.15,2554.9775390625,3045.15,2886.89,2022-07-07,-5.2,50.0,ASIANPAINT
2022-08-30,3470.64990234375,3283.832763671875,3347.65,3433.74,2022-09-28,2.57,29.0,ASIANPAINT
2022-10-13,3246.25,3013.69921875,3246.25,3175.05,2022-12-01,-2.19,49.0,ASIANPAINT
2022-12-19,3082.14990234375,2699.92578125,3077.31,2822.82,2023-02-21,-8.27,64.0,ASIANPAINT
2023-04-05,2882.10009765625,2773.8,2773.8,2867.69,2023-04-24,3.38,19.0,ASIANPAINT
2023-08-08,3359.71,3176.754638671875,3359.71,3306.38,2023-09-26,-1.59,49.0,ASIANPAINT
2023-09-29,3210.97,2929.436279296875,3210.97,3134.25,2023-11-17,-2.39,49.0,ASIANPAINT
2024-01-18,3274.24,3163.85009765625,3274.24,,,,,ASIANPAINT
2014-02-17,238.6699981689453,223.31,223.31,235.81,2014-02-24,5.6,7.0,AXISBANK
2014-06-17,392.760009765625,355.77,355.77,392.03,2014-07-17,10.19,30.0,AXISBANK
2014-09-26,417.8500061035156,376.87,376.87,416.9,2014-10-21,10.62,25.0,AXISBANK
2015-03-27,567.7999877929688,502.4930419921875,550.74,568.54,2015-05-04,3.23,38.0,AXISBANK
2015-07-29,566.12,439.6800537109375,566.12,528.35,2015-09-22,-6.67,55.0,AXISBANK
2015-10-29,487.42,364.762939453125,487.42,406.95,2016-03-09,-16.51,132.0,AXISBANK
2016-06-27,544.4000244140625,509.94,509.94,547.25,2016-07-12,7.32,15.0,AXISBANK
2016-09-26,561.9,426.18194580078125,561.9,470.14,2017-01-16,-16.33,112.0,AXISBANK
2017-03-24,506.0,493.45,493.45,504.07,2017-04-13,2.15,20.0,AXISBANK
2017-04-25,517.1500244140625,503.5,503.5,521.38,2017-04-27,3.55,2.0,AXISBANK
2017-06-28,516.5499877929688,496.27,496.27,515.41,2017-07-19,3.86,21.0,AXISBANK
2017-08-08,519.75,483.6672668457031,510.24,515.36,2017-09-15,1.0,38.0,AXISBANK
2017-09-26,529.4500122070312,502.5,502.5,527.7,2017-10-16,5.01,20.0,AXISBANK
2017-10-19,535.0999755859375,448.25146484375,466.22,531.33,2017-11-02,13.97,14.0,AXISBANK
2017-12-07,563.9500122070312,532.033935546875,535.56,560.98,2018-01-01,4.75,25.0,AXISBANK
2018-02-06,563.7000122070312,490.3918151855469,545.71,547.35,2018-04-11,0.3,64.0,AXISBANK
2018-04-27,553.2999877929688,483.66,483.66,548.44,2018-05-14,13.39,17.0,AXISBANK
2018-06-18,536.5499877929688,502.6951904296875,532.9,537.0,2018-07-12,0.77,24.0,AXISBANK
2018-09-19,614.66,535.6702270507812,614.66,609.39,2018-11-02,-0.86,44.0,AXISBANK
2018-12-07,641.6500244140625,588.0716552734375,605.41,633.77,2018-12-20,4.68,13.0,AXISBANK
2019-04-25,782.4000244140625,719.2246704101562,757.77,785.75,2019-05-21,3.69,26.0,AXISBANK
2019-06-19,784.7,636.5804443359375,784.7,724.61,2019-09-24,-7.66,97.0,AXISBANK
2020-01-23,749.9500122070312,707.15087890625,728.68,748.24,2020-02-12,2.68,20.0,AXISBANK
2020-03-02,712.85,302.38067626953125,712.85,405.56,2020-06-04,-43.11,94.0,AXISBANK
2020-09-10,451.8999938964844,401.4287109375,438.63,451.03,2020-10-09,2.83,29.0,AXISBANK
2020-12-22,664.4500122070312,587.92,587.92,658.69,2021-01-06,12.04,15.0,AXISBANK
2021-01-29,709.3499755859375,674.35,674.35,715.65,2021-02-02,6.12,4.0,AXISBANK
2021-03-19,726.25,633.9869995117188,712.54,701.48,2021-04-30,-1.55,42.0,AXISBANK
2021-06-21,761.3499755859375,728.62,728.62,760.73,2021-06-28,4.41,7.0,AXISBANK
2021-07-28,784.0499877929688,707.1010131835938,738.47,780.98,2021-08-31,5.76,34.0,AXISBANK
2021-10-01,813.2999877929688,766.20068359375,767.22,815.9,2021-10-19,6.34,18.0,AXISBANK
2021-11-01,758.77,649.4476928710938,758.77,703.96,2021-12-17,-7.22,46.0,AXISBANK
2022-02-25,750.4500122070312,665.8558959960938,746.01,759.18,2022-03-31,1.77,34.0,AXISBANK
2022-05-02,727.3499755859375,634.3361206054688,725.61,673.62,2022-06-06,-7.17,35.0,AXISBANK
2022-06-14,658.1500244140625,625.2093505859375,648.22,663.66,2022-07-08,2.38,24.0,AXISBANK
2022-09-28,800.5,715.7196655273438,737.57,799.48,2022-10-17,8.39,19.0,AXISBANK
2023-01-25,909.52,829.7033081054688,909.52,861.02,2023-04-18,-5.33,83.0,AXISBANK
2023-07-12,961.48,950.0,961.48,955.1,2023-07-28,-0.66,16.0,AXISBANK
2023-07-31,981.3499755859375,935.5499877929688,959.47,969.13,2023-08-25,1.01,25.0,AXISBANK
2023-10-20,1029.199951171875,955.4500122070312,993.94,1024.9,2023-11-13,3.11,24.0,AXISBANK
2024-01-19,1112.69,1112.69,1112.69,,,,,AXISBANK
2014-04-16,2041.75,1378.2799072265625,2006.98,2034.78,2014-05-15,1.39,29.0,BAJAJ-AUTO
2014-05-21,2161.75,1594.8912353515625,1880.35,2168.6,2014-06-10,15.33,20.0,BAJAJ-AUTO
2014-07-14,2198.199951171875,1551.2818603515625,2144.62,2189.0,2014-08-20,2.07,37.0,BAJAJ-AUTO
2014-12-12,2565.76,1468.92724609375,2565.76,2120.34,2015-05-11,-17.36,150.0,BAJAJ-AUTO
2015-08-13,2486.85009765625,1684.7890625,2482.35,2383.03,2015-10-06,-4.0,54.0,BAJAJ-AUTO
2015-11-10,2514.050048828125,1801.1416015625,2413.0,2502.43,2015-12-31,3.71,51.0,BAJAJ-AUTO
2016-01-11,2406.39990234375,1729.6463623046875,2371.7,2397.95,2016-02-19,1.11,39.0,BAJAJ-AUTO
2016-02-29,2357.35009765625,1692.2076416015625,2251.2,2345.12,2016-03-29,4.17,29.0,BAJAJ-AUTO
2016-05-20,2563.699951171875,1870.243896484375,2449.18,2570.09,2016-05-30,4.94,10.0,BAJAJ-AUTO
2016-09-30,2883.5,1987.9566650390625,2872.24,2703.41,2017-01-09,-5.88,101.0,BAJAJ-AUTO
2017-03-01,2883.10009765625,2270.431884765625,2769.78,2870.97,2017-03-07,3.65,6.0,BAJAJ-AUTO
2017-04-05,2896.800048828125,2174.16064453125,2800.43,2900.43,2017-04-26,3.57,21.0,BAJAJ-AUTO
2017-05-24,2829.07,2175.922607421875,2829.07,2804.51,2017-07-21,-0.87,58.0,BAJAJ-AUTO
2017-08-11,2965.449951171875,2192.232666015625,2793.9,2937.24,2017-09-08,5.13,28.0,BAJAJ-AUTO
2017-12-06,3369.0,2498.343994140625,3170.77,3368.07,2017-12-27,6.22,21.0,BAJAJ-AUTO
2018-01-17,3341.550048828125,2684.7431640625,3173.79,3327.28,2018-01-25,4.84,8.0,BAJAJ-AUTO
2018-02-07,3214.29,2241.56396484375,3214.29,2841.82,2018-04-24,-11.59,76.0,BAJAJ-AUTO
2018-05-17,2885.25,2185.80517578125,2835.1,2876.55,2018-06-07,1.46,21.0,BAJAJ-AUTO
2018-06-29,2979.050048828125,2393.4951171875,2733.75,2920.32,2018-07-05,6.82,6.0,BAJAJ-AUTO
2018-07-24,2728.5,2147.056884765625,2704.45,2726.3,2018-08-23,0.81,30.0,BAJAJ-AUTO
2018-10-01,2730.10009765625,2029.51611328125,2700.43,2656.65,2018-11-05,-1.62,35.0,BAJAJ-AUTO
2019-01-08,2770.14990234375,2049.64599609375,2680.33,2771.07,2019-02-07,3.39,30.0,BAJAJ-AUTO
2019-05-15,3040.050048828125,2492.7099609375,2951.94,3072.51,2019-05-20,4.08,5.0,BAJAJ-AUTO
2019-06-14,2941.63,2065.4736328125,2941.63,2698.49,2019-08-16,-8.27,63.0,BAJAJ-AUTO
2019-11-26,3215.9,2546.496337890625,3215.9,3134.25,2020-01-31,-2.54,66.0,BAJAJ-AUTO
2020-02-19,3107.46,1695.4591064453125,3107.46,2498.3,2020-04-28,-19.6,69.0,BAJAJ-AUTO
2020-09-02,2985.39990234375,2523.23876953125,2964.75,3001.32,2020-10-05,1.23,33.0,BAJAJ-AUTO
2020-10-28,3095.699951171875,2490.959716796875,2961.73,3084.5,2020-11-25,4.15,28.0,BAJAJ-AUTO
2021-02-23,3971.76,3067.251953125,3971.76,3791.0,2021-04-28,-4.55,64.0,BAJAJ-AUTO
2021-06-18,4167.10009765625,3324.352783203125,4075.27,3794.33,2021-09-20,-6.89,94.0,BAJAJ-AUTO
2021-10-26,3798.75,2814.08837890625,3798.75,3420.31,2022-01-07,-9.96,73.0,BAJAJ-AUTO
2022-02-25,3650.449951171875,2931.40234375,3507.55,3632.2,2022-03-21,3.55,24.0,BAJAJ-AUTO
2022-05-05,3833.050048828125,3171.649658203125,3556.49,3840.7,2022-05-30,7.99,25.0,BAJAJ-AUTO
2022-06-15,3984.050048828125,3276.955810546875,3718.5,3957.16,2022-07-19,6.42,34.0,BAJAJ-AUTO
2022-09-06,3981.81,3269.09716796875,3981.81,3672.15,2022-10-27,-7.78,51.0,BAJAJ-AUTO
2022-11-23,3640.31,3330.31005859375,3640.31,3612.45,2023-01-10,-0.77,48.0,BAJAJ-AUTO
2023-01-13,3686.5,3466.36962890625,3597.9,3670.55,2023-01-25,2.02,12.0,BAJAJ-AUTO
2023-02-28,3923.949951171875,3442.580322265625,3665.23,3882.99,2023-03-23,5.94,23.0,BAJAJ-AUTO
2023-08-07,4767.27,4599.0498046875,4767.27,4677.99,2023-09-06,-1.87,30.0,BAJAJ-AUTO
2014-05-16,204.35499572753906,177.88,177.88,205.97,2014-05-23,15.79,7.0,BAJFINANCE
2015-03-17,448.9200134277344,390.4766845703125,405.01,451.93,2015-04-09,11.58,23.0,BAJFINANCE
2015-04-29,457.70001220703125,409.74,409.74,456.51,2015-05-22,11.41,23.0,BAJFINANCE
2015-08-25,531.0850219726562,469.8797912597656,493.91,539.79,2015-10-21,9.29,57.0,BAJFINANCE
2016-01-19,637.9749755859375,550.1357421875,553.07,637.89,2016-02-04,15.34,16.0,BAJFINANCE
2016-06-27,816.719970703125,756.92,756.92,813.46,2016-07-04,7.47,7.0,BAJFINANCE
2016-09-30,1141.699951171875,1045.15,1045.15,1134.3,2016-10-26,8.53,26.0,BAJFINANCE
2016-11-03,1034.95,748.6275634765625,1034.95,883.36,2017-01-09,-14.65,67.0,BAJFINANCE
2017-03-03,1126.699951171875,1052.74,1052.74,1123.36,2017-03-15,6.71,12.0,BAJFINANCE
2017-05-23,1376.8499755859375,1206.71435546875,1256.15,1363.1,2017-06-12,8.51,20.0,BAJFINANCE
2017-06-29,1443.699951171875,1385.89,1385.89,1444.74,2017-07-13,4.25,14.0,BAJFINANCE
2017-09-26,1941.300048828125,1804.98,1804.98,1934.28,2017-10-10,7.16,14.0,BAJFINANCE
2017-10-26,1782.449951171875,1639.3853759765625,1747.69,1775.78,2017-12-26,1.61,61.0,BAJFINANCE
2018-01-17,1710.0999755859375,1573.831298828125,1703.58,1706.52,2018-03-15,0.17,57.0,BAJFINANCE
2018-05-10,2066.5,1801.7744140625,1861.26,2059.55,2018-05-18,10.65,8.0,BAJFINANCE
2018-09-06,2742.64,1939.8875732421875,2742.64,2327.21,2018-10-29,-15.15,53.0,BAJFINANCE
2019-01-29,2628.39990234375,2480.34,2480.34,2596.95,2019-02-04,4.7,6.0,BAJFINANCE
2019-05-09,3301.10009765625,2830.83056640625,2914.5,3373.05,2019-05-20,15.73,11.0,BAJFINANCE
2019-07-09,3603.10009765625,2997.810791015625,3427.05,3428.12,2019-09-11,0.03,64.0,BAJFINANCE
2019-12-03,4160.0,3881.8037109375,3959.65,4137.21,2019-12-24,4.48,21.0,BAJFINANCE
2020-01-09,4419.0,4126.43,4126.43,4441.68,2020-01-30,7.64,21.0,BAJFINANCE
2020-03-05,4331.55,1803.9056396484375,4331.55,2404.91,2020-06-03,-44.48,90.0,BAJFINANCE
2020-09-22,3490.800048828125,2987.342529296875,3345.64,3451.66,2020-11-04,3.17,43.0,BAJFINANCE
2021-01-14,5173.2001953125,4655.0927734375,4927.41,5192.51,2021-02-03,5.38,20.0,BAJFINANCE
2021-03-22,5473.73,4418.138671875,5473.73,5323.25,2021-04-29,-2.75,38.0,BAJFINANCE
2021-07-20,6400.10009765625,5869.79541015625,6050.1,6384.77,2021-07-30,5.53,10.0,BAJFINANCE
2021-10-26,7733.47,6553.70068359375,7733.47,7487.38,2022-01-06,-3.18,72.0,BAJFINANCE
2022-01-25,7251.85009765625,6050.724609375,6934.5,7251.51,2022-03-31,4.57,65.0,BAJFINANCE
2022-04-28,6781.74,5219.82421875,6781.74,5905.32,2022-07-07,-12.92,70.0,BAJFINANCE
2022-08-30,7635.39990234375,7035.0,7035.0,7601.8,2022-09-21,8.06,22.0,BAJFINANCE
2022-10-03,7373.68,5668.88037109375,7373.68,6092.34,2023-02-07,-17.38,127.0,BAJFINANCE
2023-03-09,6030.0,5503.45361328125,6030.0,5945.12,2023-04-18,-1.41,40.0,BAJFINANCE
2023-08-03,7268.10009765625,6862.10009765625,7210.87,7243.6,2023-08-31,0.45,28.0,BAJFINANCE
2023-10-26,7663.23,7224.2998046875,7663.23,7491.21,2023-12-15,-2.24,50.0,BAJFINANCE
2014-10-17,106.76000213623047,102.61,102.61,105.47,2014-11-25,2.79,39.0,BAJAJFINSV
2015-01-08,132.19500732421875,123.61,123.61,131.78,2015-01-21,6.61,13.0,BAJAJFINSV
2015-02-27,152.91000366210938,141.1,141.1,151.94,2015-03-09,7.68,10.0,BAJAJFINSV
2015-03-23,144.3699951171875,132.8238983154297,139.19,143.68,2015-05-06,3.23,44.0,BAJAJFINSV
2015-06-30,160.22999572753906,150.86,150.86,159.7,2015-07-03,5.86,3.0,BAJAJFINSV
2015-08-25,182.4149932861328,170.09088134765625,172.66,183.98,2015-10-21,6.56,57.0,BAJAJFINSV
2015-12-10,200.0399932861328,190.45,190.45,196.95,2016-01-11,3.41,32.0,BAJAJFINSV
2016-01-19,187.85499572753906,160.89060974121094,185.92,175.32,2016-04-04,-5.7,76.0,BAJAJFINSV
2016-05-23,194.69000244140625,175.65267944335938,183.21,193.92,2016-06-16,5.85,24.0,BAJAJFINSV
2016-11-09,304.6650085449219,254.1818084716797,296.47,301.78,2017-01-19,1.79,71.0,BAJAJFINSV
2017-05-22,436.4549865722656,395.132568359375,422.15,437.8,2017-07-14,3.71,53.0,BAJAJFINSV
2017-09-25,531.5050048828125,509.6151428222656,525.61,523.37,2017-11-29,-0.43,65.0,BAJAJFINSV
2018-01-16,523.5449829101562,479.8744812011719,506.42,523.37,2018-02-14,3.35,29.0,BAJAJFINSV
2018-03-09,525.89501953125,491.79,491.79,520.38,2018-03-28,5.81,19.0,BAJAJFINSV
2018-05-11,556.9249877929688,530.14,530.14,555.11,2018-05-18,4.71,7.0,BAJAJFINSV
2018-09-03,680.38,515.4635620117188,680.38,584.06,2018-11-22,-14.16,80.0,BAJAJFINSV
2019-01-29,633.35498046875,601.015869140625,604.51,623.37,2019-02-26,3.12,28.0,BAJAJFINSV
2019-05-15,799.2949829101562,743.6,743.6,801.57,2019-05-20,7.8,5.0,BAJAJFINSV
2019-07-09,785.5399780273438,676.7296752929688,762.79,781.27,2019-09-23,2.42,76.0,BAJAJFINSV
2019-10-29,870.6599731445312,815.36,815.36,875.6,2019-11-05,7.39,7.0,BAJAJFINSV
2020-02-04,922.59,449.03192138671875,922.59,489.74,2020-05-04,-46.92,90.0,BAJAJFINSV
2020-05-26,518.469970703125,409.048095703125,438.18,531.73,2020-06-03,21.35,8.0,BAJAJFINSV
2020-08-04,656.4400024414062,619.09,619.09,657.19,2020-08-27,6.15,23.0,BAJAJFINSV
2020-09-10,628.64501953125,541.6736450195312,610.94,631.83,2020-11-09,3.42,60.0,BAJAJFINSV
2020-12-22,905.280029296875,834.0797729492188,889.42,902.47,2021-01-22,1.47,31.0,BAJAJFINSV
2021-03-16,982.4749755859375,904.2586059570312,977.36,945.8,2021-04-19,-3.23,34.0,BAJAJFINSV
2021-11-23,1798.8399658203125,1580.3885498046875,1696.44,1761.25,2022-01-06,3.82,44.0,BAJAJFINSV
2022-01-25,1637.0799560546875,1435.293212890625,1562.83,1631.8,2022-03-21,4.41,55.0,BAJAJFINSV
2022-04-19,1607.9,1092.02685546875,1607.9,1213.9,2022-07-19,-24.5,91.0,BAJAJFINSV
2022-09-29,1800.699951171875,1629.2369384765625,1680.31,1804.13,2022-11-07,7.37,39.0,BAJAJFINSV
2022-11-25,1642.17,1266.9678955078125,1642.17,1396.98,2023-02-13,-14.93,80.0,BAJAJFINSV
2023-03-13,1341.300048828125,1221.8653564453125,1332.63,1338.28,2023-04-17,0.42,35.0,BAJAJFINSV
2023-08-03,1541.0,1460.1500244140625,1530.51,1541.75,2023-09-11,0.73,39.0,BAJAJFINSV
2023-11-06,1623.949951171875,1554.73,1554.73,1616.33,2023-11-24,3.96,18.0,BAJAJFINSV
2024-01-16,1642.17,1581.1500244140625,1642.17,,,,,BAJAJFINSV
2014-09-17,232.28334045410156,126.29302978515625,218.5,232.08,2014-10-21,6.22,34.0,BPCL
2014-12-09,232.21,129.56082153320312,232.21,226.86,2015-01-09,-2.3,31.0,BPCL
2015-03-23,270.26666259765625,145.65536499023438,243.88,268.97,2015-04-01,10.29,9.0,BPCL
2015-04-28,263.9333190917969,148.61773681640625,246.9,263.04,2015-05-26,6.54,28.0,BPCL
2015-08-13,295.0833435058594,166.66688537597656,292.92,291.87,2015-09-29,-0.36,47.0,BPCL
2015-12-11,304.1000061035156,190.61679077148438,303.23,303.76,2016-01-07,0.17,27.0,BPCL
2016-01-14,303.1333312988281,190.01087951660156,295.13,302.08,2016-01-15,2.35,1.0,BPCL
2016-01-22,294.46,156.006591796875,294.46,285.23,2016-03-18,-3.13,56.0,BPCL
2016-05-25,337.3333435058594,195.31292724609375,303.01,338.3,2016-05-30,11.65,5.0,BPCL
2016-09-14,414.9666748046875,269.0226745605469,382.97,416.71,2016-09-27,8.81,13.0,BPCL
2016-11-10,441.19,261.1350402832031,441.19,421.58,2016-12-30,-4.44,50.0,BPCL
